beta,delta,c,est_pE1,est_pE2,est_pE3,est_pK1,est_pK2,est_pK3,sum_rss,convergence
2.07777777777778e-05,3,8,200,12.9129009675926,22.629250071439,144.27450884749,16.905012368209,52.9749799136129,2326.0829900853,0
2.07777777777778e-05,3,9,200,14.1980564165129,24.3375911636223,145.041061858002,18.3857065924715,55.6343663936297,2325.34932615347,0
2.07777777777778e-05,3,10,200,15.4830531995736,26.0403120172475,145.772431745722,19.862670795972,58.2747598797759,2324.81468752738,0
2.07777777777778e-05,4,1,31.0782959567176,4.10900996343285,9.43608342657056,19.9743501162692,6.66279349146404,31.8198758933082,2352.02457545394,0
2.07777777777778e-05,4,2,38.050874993019,0,11.9877822019695,25.4488902288706,0.977124383636738,36.1238256224138,2496.15892321631,0
2.07777777777778e-05,4,3,46.4618438151032,0,14.3313590495994,31.986868443937,0.840457055645754,39.9585802888269,2495.67627446209,0
2.07777777777778e-05,4,4,197.906371516125,8.52846811268653,16.5104176598424,139.395251374102,11.8616157599947,43.4458910406105,2332.60106506571,0
2.07777777777778e-05,4,5,200,9.99631444266794,18.5776772152074,142.171229539207,13.5628500905283,46.7019822013533,2329.27255100973,0
2.07777777777778e-05,4,6,200,11.4499931861263,20.5718440531698,143.290069273645,15.2382368803196,49.8068294938483,2327.02614000692,0
2.07777777777778e-05,4,7,200,12.8912059289873,22.5171874764836,144.291886753765,16.8918281502376,52.8094418207998,2325.53189485179,0
2.07777777777778e-05,4,8,200,14.3228126654568,24.4289570487568,145.211494644359,18.5285433585176,55.740288582236,2324.55559090747,0
2.07777777777778e-05,4,9,200,15.7478908231515,26.3174603041414,146.069437658193,20.1531203765735,58.6197615834966,2323.93620140026,0
2.07777777777778e-05,4,10,200,17.1689094728848,28.1905060546327,146.878670022735,21.7692816382244,61.4629865166175,2323.56394795059,0
2.07777777777778e-05,5,1,31.9355223123949,4.46602144888571,9.9058396322107,20.6200914400144,7.18048550595142,32.927281545892,2352.57772634456,0
2.07777777777778e-05,5,2,38.9652808650408,6.06674293153575,12.6258627349504,26.1897603069357,9.05813319759105,37.4222361954967,2343.95838943962,0
2.07777777777778e-05,5,3,47.5393687462171,7.70129499025718,15.1539589170896,32.9101167097333,10.9620354638538,41.4824560894295,2336.99006651914,0
2.07777777777778e-05,5,4,200,9.34162115926924,17.5299688689059,141.372422286931,12.8588340465919,45.2189894034128,2331.80769189006,0
2.07777777777778e-05,5,5,200,10.9696000736742,19.801519208552,142.795069173874,14.7286694151719,48.7367767430804,2328.1427813254,0
2.07777777777778e-05,5,6,200,12.5785651777699,22.0004901819827,144.037676895866,16.5660606258717,52.1030086427291,2325.78053635571,0
2.07777777777778e-05,5,7,200,14.1689573298229,24.1454654686161,145.1522101899,18.3738389925294,55.3568931852761,2324.35121355946,0
2.07777777777778e-05,5,8,200,15.7440859088644,26.2478679404007,146.168427073416,20.1577446686692,58.5228449532472,2323.56111294173,0
2.07777777777778e-05,5,9,200,17.3076570299072,28.3165865679991,147.106257973511,21.9234762038717,61.6193717741271,2323.19726701359,0
2.07777777777778e-05,5,10,200,18.8629433359838,97.1264037941881,147.980331639501,23.6758233468956,200,2328.59418719713,0
2.07777777777778e-05,6,1,32.8630644459276,4.82792964280619,10.3850535053176,21.3135909150151,7.70491835217446,34.0667374256269,2352.98732766996,0
2.07777777777778e-05,6,2,40.0034504502286,6.57156270757243,13.2741027515157,27.0173398548233,9.73040032925623,38.7501979862346,2344.09785275348,0
2.07777777777778e-05,6,3,48.8020743574361,8.3606864051236,15.9856593081204,33.9648250417489,11.7963887258982,43.0296651168652,2336.68658183997,0
2.07777777777778e-05,6,4,200,10.1618605489867,18.5559642267046,141.888810469937,13.8623489859764,47.0062590783879,2331.06905536379,0
2.07777777777778e-05,6,5,200,11.949355525443,90.9387269938262,143.432327566247,15.8988949786942,200,2336.71082596976,0
2.07777777777778e-05,6,6,200,13.7121896017509,92.6820991145455,144.790027878373,17.8955135692662,200,2332.74877330339,0
2.07777777777778e-05,6,7,200,15.4499086621454,94.2704126341324,146.004799056571,19.8542977598238,200,2330.37366642791,0
2.07777777777778e-05,6,8,200,17.1664054413236,95.7399212887365,147.103803179392,21.7819778908529,200,2329.07184823557,0
2.07777777777778e-05,6,9,200,18.8663918631291,97.1168808780709,148.108095709483,23.6856471600399,200,2328.47081094409,0
2.07777777777778e-05,6,10,200,20.5540637486179,98.4206618036685,149.034864356305,25.5713046945028,200,2328.31371493746,0
2.07777777777778e-05,7,1,33.8485065080995,5.19407805869248,10.8727806203267,22.0465799871329,8.23532448666387,35.2348251961074,2353.28618782953,0
2.07777777777778e-05,7,2,41.1326807436125,7.08092673510301,13.9310378132001,27.9088273094368,10.4082406924037,40.103863286174,2344.17319672373,0
2.07777777777778e-05,7,3,198.2884592923,0,87.3364327184885,139.287081065956,1.26551137939081,200,2511.77885477566,0
2.07777777777778e-05,7,4,200,10.9854860718972,89.7096209154106,142.412575729264,14.8682242790392,200,2342.52995918927,0
2.07777777777778e-05,7,5,200,0,91.7702171200144,144.066562752238,0.976528208919926,200,2506.30077893155,0
2.07777777777778e-05,7,6,200,14.8456132981339,93.6137887617474,145.524599358501,19.2213418531872,200,2331.93019911565,0
2.07777777777778e-05,7,7,200,16.7283839789986,95.2934824455697,146.824028352401,21.3277262721376,200,2329.70294356542,0
2.07777777777778e-05,7,8,200,18.5840563310904,96.8454655294317,147.991831134074,23.3959936670311,200,2328.69189083964,0
2.07777777777778e-05,7,9,200,20.4182337066276,98.2967958725464,149.051115598633,25.4344573679312,200,2328.45663704162,0
2.07777777777778e-05,7,10,200,22.2362902992916,99.6678880481439,150.021631807501,27.450633161659,200,2328.69319196043,0
2.07777777777778e-05,8,1,34.881820760982,0,11.3683043847838,22.8122962257291,1.72426741087692,36.428663580206,2496.99428451114,0
2.07777777777778e-05,8,2,42.3307293035887,7.59355599458053,84.5397169922137,28.8485910446821,11.0902104174657,198.990936593815,2366.50044220687,0
2.07777777777778e-05,8,3,200,9.69044138487794,87.9535042816109,140.913245207397,13.4762092539521,200,2352.49992884893,0
2.07777777777778e-05,8,4,200,11.8100854831033,90.4266006936333,142.93486334852,15.8740181778245,200,2342.16209797581,0
2.07777777777778e-05,8,5,200,13.9116145408599,92.5837573890282,144.685369003506,18.2355509243964,200,2335.36309212271,0
2.07777777777778e-05,8,6,200,15.9758758062542,94.517217710654,146.227589888436,20.5409098075365,200,2331.35524158262,0
2.07777777777778e-05,8,7,200,18.0014918686479,96.2797871701252,147.596817038964,22.7918049961447,200,2329.36084601155,0
2.07777777777778e-05,8,8,200,19.9940336085735,97.9082446825169,148.821514148599,24.9975266922698,200,2328.70653435778,0
2.07777777777778e-05,8,9,200,21.960515209993,99.4302296301191,149.927057906244,27.1682503865979,200,2328.88679969082,0
2.07777777777778e-05,8,10,200,23.9071656207023,100.866610994177,150.935289250704,29.3125666619422,200,2329.5542611468,0
2.07777777777778e-05,9,1,35.9548838300256,5.93543706096229,11.8707887616366,23.6052116868016,9.30941992801913,37.6453929713103,2353.6510911549,0
2.07777777777778e-05,9,2,43.581382241719,8.10857919863727,85.4948469133168,29.8251694599861,11.7753371154771,200,2366.94564895473,0
2.07777777777778e-05,9,3,200,10.3578460454511,88.5681696160805,141.338228131677,14.3186014228885,200,2352.54003761488,0
2.07777777777778e-05,9,4,200,12.63418529829,91.1332736322663,143.448769661995,16.8783389410842,200,2341.83793846677,0
2.07777777777778e-05,9,5,200,14.8898642245636,93.3772489562916,145.281412629454,19.3981219280822,200,2334.89288625123,0
2.07777777777778e-05,9,6,200,17.1016663679602,95.3912804198382,146.893014514796,21.8533990373664,200,2330.98337095265,0
2.07777777777778e-05,9,7,200,19.2680353568359,97.2292783357961,148.319458567262,24.2460178405139,200,2329.27012108763,0
2.07777777777778e-05,9,8,200,21.3956248874574,98.9290157153817,149.59157912252,26.5868136760481,200,2329.00309605898,0
2.07777777777778e-05,9,9,200,23.4926592829477,100.518478912824,150.736875227484,28.8875391102669,200,2329.61715479133,0
2.07777777777778e-05,9,10,200,160.804707964868,102.01849803752,151.778719918759,200,200,3278.39111765745,0
2.07777777777778e-05,10,1,37.0612580122824,0,12.3794050915717,24.4209219671517,2.03863142079921,38.8823188863988,2497.04634851925,0
2.07777777777778e-05,10,2,197.728582222292,8.62541219838593,86.0180550531929,137.590548949159,12.4629770682167,200,2367.94098440191,0
2.07777777777778e-05,10,3,200,11.0258350662325,89.1778547633326,141.760660505767,15.1615719885564,200,2352.54754851541,0
2.07777777777778e-05,10,4,200,13.4573355484857,91.8275890243914,143.949733370781,17.8809828320821,200,2341.56285784155,0
2.07777777777778e-05,10,5,200,0,94.1499366571734,145.851462991266,1.41505150923056,200,2505.96130934524,0
2.07777777777778e-05,10,6,200,18.2224770739611,96.2367881853861,147.520065032624,23.1587826156136,200,2330.76906951933,0
2.07777777777778e-05,10,7,200,20.52785763714,98.1440039334458,148.993674552979,25.6908827638965,200,2329.35674436038,0
2.07777777777778e-05,10,8,200,22.7889228074239,99.9105133676422,150.305844321616,28.1647656893254,200,2329.48201203777,0
2.07777777777778e-05,10,9,200,160.516017598585,101.564482944876,151.485932533313,200,200,3297.1700701176,0
2.07777777777778e-05,10,10,200,161.789933213066,103.126415446144,152.558402989023,200,200,3210.89441057304,0
3.06666666666667e-05,1,1,19.0407617670338,1.93878201470421,4.91905154772256,11.8620996977138,3.31303651722227,18.4510779694696,2347.38486702634,0
3.06666666666667e-05,1,2,24.9337195623374,2.6363028398689,6.26769271189203,16.2224706025856,4.18249770123978,20.9583040193344,2340.31590947394,0
3.06666666666667e-05,1,3,199.634906113327,3.32415973220394,7.45734500212918,136.740796475937,5.0279923810729,23.0866969923578,2335.94356489692,52
3.06666666666667e-05,1,4,199.734295536352,3.99807979872258,82.7858482111806,138.062176804616,5.84731030851674,198.736042445618,2342.00941854022,52
3.06666666666667e-05,1,5,199.434188890636,4.66263298513139,84.442558326334,138.762634284748,6.64888071775752,199.788713640986,2339.20710643412,0
3.06666666666667e-05,1,6,199.959303203554,5.3233881457346,85.4973623389178,139.847543971275,7.44132426154556,199.860279588924,2337.59261798367,0
3.06666666666667e-05,1,7,199.805901102477,5.98434411802207,85.7977872013751,140.340042379147,8.23055412904428,198.450587474215,2336.60983549354,0
3.06666666666667e-05,1,8,198.384015294277,6.64794839662225,12.2030338675957,139.87184910753,9.02015503719675,31.1402736659059,2329.33144796516,0
3.06666666666667e-05,1,9,200,7.31548935326893,13.090680285314,141.511052371689,9.81206469346278,32.6153004691373,2328.89608176895,0
3.06666666666667e-05,1,10,200,7.98762093364252,13.9833426800461,141.986846164945,10.6073342817285,34.0946172147748,2328.53132742474,0
3.06666666666667e-05,2,1,19.2851144085623,2.14986735985273,5.18029549472703,12.0683693911299,3.62764956232153,19.0753495219971,2348.50241460688,0
3.06666666666667e-05,2,2,24.699703813555,2.93620325126947,0,16.1391348714383,4.5909244914851,5.60227053714985,2348.45927980442,52
3.06666666666667e-05,2,3,32.5397132839636,3.72011523958617,7.9339962046847,21.9141484619544,5.53961665223217,23.9744495646403,2336.06481514678,0
3.06666666666667e-05,2,4,199.666672918398,4.49379324778256,9.11251755581671,138.366700370487,6.46654286607622,25.9762612727031,2332.83611469489,0
3.06666666666667e-05,2,5,200,5.25858225311947,10.207998884341,139.580720411473,7.37586244882465,27.8026740885833,2330.72179036614,0
3.06666666666667e-05,2,6,200,6.01824940391013,11.253049569122,140.36519643429,8.2739559013909,29.5234812014432,2329.31154083113,0
3.06666666666667e-05,2,7,200,6.77602280543281,12.2705798316542,141.03634116649,9.16587491870292,31.1852424763837,2328.31999251777,0
3.06666666666667e-05,2,8,200,7.53409294918306,13.2753799363324,141.642307504343,10.054990191107,32.8169338329852,2327.59134159631,0
3.06666666666667e-05,2,9,200,8.29390636671901,14.2765371395549,142.210439499492,10.9435303474186,34.4358534136037,2327.0385527734,0
3.06666666666667e-05,2,10,200,9.0562609251352,15.2794264692683,142.755894475865,11.8327928243794,36.0519961259232,2326.61046236076,0
3.06666666666667e-05,3,1,19.6413958267781,2.3679472477871,5.4485340163508,12.3474054514936,3.95145952546964,19.7288187857968,2349.37238135272,0
3.06666666666667e-05,3,2,24.8133110539985,3.2464901643822,7.00777918769481,16.2888984093813,5.01164958081582,22.4811903582692,2341.60939268214,0
3.06666666666667e-05,3,3,31.9929751275898,0.149341624990807,8.426309868289,21.6571435688947,0.719400959363064,24.899802362272,2495.72059525209,0
3.06666666666667e-05,3,4,198.642351957631,5.0080273778682,9.73051868662427,138.017802302996,7.10554710420031,27.0675561801178,2332.22181723066,0
3.06666666666667e-05,3,5,200,5.87691962218314,10.9566566492488,140.032558268983,8.12598502159702,29.0690099452751,2329.67084400928,0
3.06666666666667e-05,3,6,200,6.73870365342082,12.1332999275509,140.908058106954,9.13227204682662,30.9654462177553,2327.98200820316,0
3.06666666666667e-05,3,7,200,7.59569733815539,13.2800113978452,141.672843535267,10.1284733110431,32.7970204886188,2326.84517727293,0
3.06666666666667e-05,3,8,200,8.45005051572437,14.4094815658553,142.371657605969,11.118053640482,34.5890714511475,2326.071484848,0
3.06666666666667e-05,3,9,200,9.30337419407211,15.5299030677433,143.029165738948,12.1035508200498,36.3576337244583,2325.54457963612,0
3.06666666666667e-05,3,10,200,10.1568537992889,16.6466484379637,143.658716862207,13.086816817429,38.1130647439226,2325.19045758661,0
3.06666666666667e-05,4,1,20.0859876356795,2.59158255048385,5.72384046587994,12.6844846534468,4.28268981985306,20.4099710653726,2350.03360621359,0
3.06666666666667e-05,4,2,25.1566346856098,3.56461884638865,7.39239478229878,16.5943034040029,5.44166777171579,23.2872847275222,2341.94006496361,0
3.06666666666667e-05,4,3,32.1019717653595,4.55096461925574,8.93143264200485,21.8496299201486,6.60595178181809,25.8561029273539,2335.82092031184,0
3.06666666666667e-05,4,4,199.279147889275,0,10.3657557547965,138.851536039112,0.481782398401119,28.1933153029573,2495.47196647447,0
3.06666666666667e-05,4,5,200,6.51016038493061,11.7278208593996,140.524038052759,8.89065606222061,30.3745348597791,2328.6256306182,0
3.06666666666667e-05,4,6,200,7.47537696704908,13.0415036150667,141.510499692348,10.0055855023283,32.4516438662482,2326.79065101947,0
3.06666666666667e-05,4,7,200,8.43221220338012,14.3222108044819,142.386658699682,11.1056964111364,34.457230432286,2325.66266019247,0
3.06666666666667e-05,4,8,200,9.38300388658372,15.579962803555,143.190775975465,12.1949055476677,36.4121639643087,2325.00425990196,0
3.06666666666667e-05,4,9,200,10.3297165695697,16.8218754762414,143.943766634684,13.2762852090242,38.3309894707313,2324.65814663788,0
3.06666666666667e-05,4,10,200,11.2739892127159,18.0534553196097,144.65750715627,14.3523154998994,40.2246658980861,2324.52048193769,0
3.06666666666667e-05,5,1,20.6019720369517,2.81958660623015,6.00607793776393,13.0689283710768,4.61987511680789,21.1169282483071,2350.5268156935,0
3.06666666666667e-05,5,2,25.6570795397441,3.88853974348631,7.78544936482519,17.0070472868678,5.87859666437021,24.1189195956999,2342.13976550383,0
3.06666666666667e-05,5,3,32.5711682554735,0,9.44612767625428,22.2908020971577,0.662077755938742,26.8363928126437,2495.84347739284,0
3.06666666666667e-05,5,4,200,6.07036147957322,11.0114564901213,139.770563139846,8.41793598289516,29.3406925874389,2330.81396824582,0
3.06666666666667e-05,5,5,200,7.15214111694561,12.5097472608724,141.053091966843,9.66298168896022,31.698146842011,2327.69212581638,0
3.06666666666667e-05,5,6,200,8.22061291310094,13.9608939235801,142.160648498943,10.8853508380636,33.9528875656649,2325.84598193949,0
3.06666666666667e-05,5,7,200,9.27682851394743,15.3760635222403,143.152724003797,12.0879800288206,36.1299504473039,2324.87593013683,0
3.06666666666667e-05,5,8,200,10.3229343322761,16.7625629066405,144.060482614651,13.2746585307669,38.2457543889976,2324.48167991056,0
3.06666666666667e-05,5,9,200,11.3623571226273,18.1263864583287,144.902137161888,14.4504334126113,40.3132536893135,2324.45481683293,0
3.06666666666667e-05,5,10,200,12.3964223455958,74.9575465973355,145.689681426693,15.6174138332498,159.465625593637,2329.30564549483,0
3.06666666666667e-05,6,1,21.172349129602,3.05102067001808,6.29484102036866,13.4896305498893,4.96185769500475,21.8473982201263,2350.88865591241,0
3.06666666666667e-05,6,2,26.2676699406656,0,8.18581572942677,17.4954607278409,0.857939514565832,24.9728253442482,2496.41850523423,0
3.06666666666667e-05,6,3,33.2471224219974,0,9.96749243560277,22.8752598516775,0.758373878158887,27.8346783321887,2495.881945544,0
3.06666666666667e-05,6,4,200,6.61036321425645,71.6605192922343,140.206888435384,9.08229755087818,166.045452388159,2340.87317057027,0
3.06666666666667e-05,6,5,200,7.79840502159504,66.9823825349247,141.607738875615,10.4381498886024,151.867348669031,2335.39196663511,0
3.06666666666667e-05,6,6,200,8.96926504884469,69.0087113920008,142.834446465777,11.7662123443212,153.562493693089,2332.1261259896,0
3.06666666666667e-05,6,7,200,10.1235643264662,75.2569111695901,143.934917533513,13.06913135632,164.945996696492,2330.35540401444,0
3.06666666666667e-05,6,8,200,11.2642211842952,84.4096063771358,144.935080651228,14.3518443212916,182.782636902852,2329.54596218237,0
3.06666666666667e-05,6,9,200,12.3944723369348,93.3345441269702,145.852453815585,15.6192230938901,200,2329.32533521316,0
3.06666666666667e-05,6,10,200,13.5170654095989,94.4487237631428,146.70060635185,16.8752174726023,200,2329.46075467238,0
3.06666666666667e-05,7,1,21.7892944042648,0,6.58958649776346,13.9415653727048,1.0640054680748,22.5989767166005,2497.01424579356,0
3.06666666666667e-05,7,2,26.9574097068467,4.54780323548154,81.88457550809,18.0384093623025,6.76635142414515,199.281725064709,2362.74542207804,0
3.06666666666667e-05,7,3,198.887431922044,5.84617794491668,84.826656048645,138.103014916968,8.25783676313558,200,2349.56369478857,0
3.06666666666667e-05,7,4,200,7.15267273861204,86.937874055808,140.657647596532,9.74827680763638,200,2340.43318847306,0
3.06666666666667e-05,7,5,200,8.44599043098242,88.7385654638176,142.171891684139,11.2131500655752,200,2334.71309875791,0
3.06666666666667e-05,7,6,200,9.71790455226637,90.334005566859,143.506906776889,12.6447625630089,200,2331.46679953675,0
3.06666666666667e-05,7,7,200,10.9688392675873,91.7806388332254,144.701716946896,14.0457775509601,200,2329.90896780374,0
3.06666666666667e-05,7,8,200,12.2023317488453,93.1142539063815,145.779780567611,15.4220634834465,200,2329.43643916583,0
3.06666666666667e-05,7,9,200,13.4223024034194,94.3598514631726,146.759573184591,16.7794203043092,200,2329.62437881269,0
3.06666666666667e-05,7,10,200,14.6321920220788,95.5353916056893,147.656887260999,18.1226859487454,200,2330.1914076415,52
3.06666666666667e-05,8,1,22.4432500634593,0,6.88970000805758,14.4183778942985,1.16903719074363,23.3692884827045,2497.05193363663,0
3.06666666666667e-05,8,2,27.7055616523969,4.88113599847017,82.6130645834659,18.6216395787924,7.21490137825956,200,2363.14484552758,0
3.06666666666667e-05,8,3,198.735443513228,6.28303206880806,85.3365848462409,138.353760888853,8.81369673099464,200,2349.52619028481,0
3.06666666666667e-05,8,4,200,7.69571001262627,87.5371978501531,141.114051817871,10.4142912670155,200,2340.00459934685,0
3.06666666666667e-05,8,5,200,9.09307641495124,89.4274876836304,142.731045875919,11.986260542956,200,2334.12463994931,0
3.06666666666667e-05,8,6,200,10.4646735138385,91.1075127828721,144.159417468753,13.5194070776953,200,2330.97923789316,0
3.06666666666667e-05,8,7,200,11.8108054929006,92.6319030394469,145.432961304075,15.0164890375797,200,2329.71919489533,0
3.06666666666667e-05,8,8,200,13.1357955912238,94.0363516753119,146.575063368797,16.484506454918,200,2329.65979761892,0
3.06666666666667e-05,8,9,200,14.4442707417468,95.3462361193034,147.606050268401,17.9301916757893,200,2330.31153344739,0
3.06666666666667e-05,8,10,200,15.7403991452108,96.579983018552,148.543913987076,19.3593001649091,200,2331.350623534,0
3.06666666666667e-05,9,1,23.1275270577664,3.75935816539725,7.1945678337709,14.9155969252445,6.00833263856542,24.1561200770149,2351.46185077356,0
3.06666666666667e-05,9,2,28.4980812399418,5.21606555235342,83.0452602086315,19.2354495127361,7.66558752959078,200,2363.43422298428,0
3.06666666666667e-05,9,3,200,6.72079580357555,85.8468588868541,139.599033511699,9.37046709219963,200,2349.44125826002,0
3.06666666666667e-05,9,4,200,8.23857482553612,88.1306975087632,141.56831040302,11.0795254329822,200,2339.60654986536,0
3.06666666666667e-05,9,5,200,9.73871565441497,90.1019481527177,143.274956232679,12.7567367613816,200,2333.64031478571,0
3.06666666666667e-05,9,6,200,11.2086342445499,91.8575416364052,144.781284401991,14.3895331225359,200,2330.65486729178,0
3.06666666666667e-05,9,7,200,12.6487681272565,93.4519257694582,146.119171295465,15.9810707232202,200,2329.73456346823,0
3.06666666666667e-05,9,8,200,14.0640562007123,94.9213090496464,147.31353500623,17.5392353050697,200,2330.11615230883,0
3.06666666666667e-05,9,9,200,15.460066408583,96.2913846840718,148.386862583274,19.0719819970132,200,2331.25001003461,0
3.06666666666667e-05,9,10,200,111.137544524356,97.5807240641069,149.359026693692,138.997305825814,200,3208.37921935591,0
3.06666666666667e-05,10,1,23.8368663922289,3.99868565676462,7.50361891696369,15.4296879522669,6.36210971284239,24.957483721833,2351.5463979296,0
3.06666666666667e-05,10,2,29.3252540738075,5.55217893982021,83.4787002692739,19.8731133792014,8.11794412834861,200,2363.63919232742,0
3.06666666666667e-05,10,3,200,7.15896679351305,86.3549779014269,139.962823790725,9.92765712489515,200,2349.32780255126,0
3.06666666666667e-05,10,4,200,0,88.7156286336439,142.01464731271,1.06257408998925,200,2506.25530159526,0
3.06666666666667e-05,10,5,200,10.3824682096311,90.7596199243127,143.797750142007,13.5243577125409,200,2333.24925914372,0
3.06666666666667e-05,10,6,200,1.53196242819208,92.582691575733,145.368133710319,2.86899659156821,200,2501.3111040712,0
3.06666666666667e-05,10,7,200,13.4826195450249,94.2402450857814,146.75820235219,16.9398620597797,200,2329.89004215395,0
3.06666666666667e-05,10,8,200,14.9872743436476,95.7693249811328,147.995292530163,18.5869897665074,200,2330.71413085592,0
3.06666666666667e-05,10,9,200,120.217335093809,97.1958764500832,149.104050825701,150.844330288699,200,3225.03770843208,0
3.06666666666667e-05,10,10,200,149.429125143711,98.5384222546132,150.105879996743,186.634177316016,200,3137.0031115004,0
4.05555555555556e-05,1,1,14.1009457645715,1.38597193118285,3.4315534770259,8.67345448355661,2.40373333330265,13.4302225283888,2346.24120431665,0
4.05555555555556e-05,1,2,19.223682099094,1.90510519304401,4.42636373955223,12.3871200527223,3.05378753101369,15.319426441052,2339.32734142784,0
4.05555555555556e-05,1,3,199.691676076118,2.41686208380444,5.30593897978269,135.941981977103,3.68525933334151,16.922602973789,2335.11036530761,52
4.05555555555556e-05,1,4,199.787720372372,2.91813380515991,81.8857660403334,137.218698706339,4.29675581310438,199.876089926546,2340.91673616427,104
4.05555555555556e-05,1,5,199.852811759015,3.41244534702404,50.7204632239794,138.126195800931,4.8948351907284,122.386896157174,2337.93672849811,0
4.05555555555556e-05,1,6,199.965113313333,145.778471922838,83.6532143681385,138.865792612449,199.103161775109,199.251289070079,4306.01454548132,52
4.05555555555556e-05,1,7,199.931820732641,146.820638556648,84.6266375677005,139.385641811247,199.856872031327,199.702806276279,4285.48487990053,0
4.05555555555556e-05,1,8,199.958360402291,4.88961485472034,85.4971959790296,139.882919817617,6.6640920171217,199.937149184551,2335.22295378395,0
4.05555555555556e-05,1,9,199.563089038535,5.38643750559466,9.45329192493905,140.044337569345,7.25498990803457,24.0319100602804,2328.69105320551,0
4.05555555555556e-05,1,10,199.591671098,5.88675090058338,10.1094361293748,140.483653002834,7.84843274630421,25.1320066087037,2328.3851352961,0
4.05555555555556e-05,2,1,14.2066686594359,1.53840413636808,3.60869328625803,8.77455130706949,2.63458036571612,13.8726233857992,2347.27529465232,0
4.05555555555556e-05,2,2,18.7559367188571,2.12462772673613,4.67954118616249,12.1324986322112,3.35562099934498,15.8497314951131,2340.03317737141,0
4.05555555555556e-05,2,3,27.0503576220255,2.70877392596265,5.64200131348032,18.0686855538967,4.06495610724611,17.558744866872,2335.22470021959,0
4.05555555555556e-05,2,4,196.425308984254,3.28498240147848,6.51420918511399,135.185385507993,4.75731642598211,19.0634513437943,2332.19289055856,0
4.05555555555556e-05,2,5,200,3.8544601499621,82.5007910146472,138.588492677449,5.43619386281191,197.288438816566,2337.71000352203,0
4.05555555555556e-05,2,6,200,4.42005705818228,8.09581118127494,139.307212745367,6.10648053968785,21.7193785326591,2329.04287013023,0
4.05555555555556e-05,2,7,200,4.98431104862096,8.84625104073469,139.911017077213,6.77215482658667,22.9594976476363,2328.19765720737,0
4.05555555555556e-05,2,8,200,5.54886207897124,9.58682186261114,140.449755059134,7.43576354358559,24.1758161273089,2327.59508458082,0
4.05555555555556e-05,2,9,200,6.11478192028396,10.3245762939479,140.95179417063,8.0989740287413,25.3820868540969,2327.15256580089,0
4.05555555555556e-05,2,10,200,6.68269565533012,11.0637085181055,141.432915965406,8.76280343439878,26.586280923803,2326.82209733582,0
4.05555555555556e-05,3,1,14.416406104376,1.69603550006051,3.79147721408273,8.94235482690732,2.87234244596457,14.3394046348814,2348.07789576882,0
4.05555555555556e-05,3,2,18.6643605713374,2.35190788861406,4.94101141265882,12.1262287942357,3.66666546472211,16.4067291101475,2340.50205094568,0
4.05555555555556e-05,3,3,25.7402548563322,3.01135376953219,5.99035984068701,17.2768256052056,4.45649543915043,18.2257939382241,2335.16631471303,0
4.05555555555556e-05,3,4,199.643882631907,3.66559862872893,6.95659633982457,137.734764112946,5.2325129239607,19.8558451591355,2331.62852468205,0
4.05555555555556e-05,3,5,200,4.31300860910838,7.86497108764384,138.975860192724,5.99451440818849,21.3586582650376,2329.35672234589,0
4.05555555555556e-05,3,6,200,4.95497882547716,8.73599415085736,139.774676532687,6.74563864523947,22.7799139975296,2327.91650271563,0
4.05555555555556e-05,3,7,200,5.59342798714201,9.58406375188316,140.462557426459,7.48920946715137,24.1501552392495,2326.99498399427,0
4.05555555555556e-05,3,8,200,6.22999556142243,10.4187695215282,141.086777077413,8.22788181307713,25.4890912582162,2326.40618161225,0
4.05555555555556e-05,3,9,200,6.86589903567934,11.2464781632136,141.673261720315,8.96358580500268,26.8094912428583,2326.0381917145,0
4.05555555555556e-05,3,10,200,7.50204553460813,12.0714025372206,142.235809759806,9.69774011669477,28.1196606294483,2325.82123285957,0
4.05555555555556e-05,4,1,14.7056119412473,0,3.97989457962536,9.16166034013777,0.574427896364486,14.8290544362605,2496.9230215598,0
4.05555555555556e-05,4,2,18.8076412288758,2.58505615577786,5.21005947744652,12.27654112998,3.98469235281279,16.9876678375429,2340.7972824158,0
4.05555555555556e-05,4,3,25.3637442148707,3.32167981094583,6.34870554707947,17.1146091951249,4.85649101167015,18.9181198912736,2334.97853563278,0
4.05555555555556e-05,4,4,199.554994935957,0,7.41204280046821,138.00764364261,0.364378875892542,20.6755632674748,2495.5505244367,0
4.05555555555556e-05,4,5,200,4.78259294665885,8.422454756524,139.402045020317,6.56351953076647,22.3147870333441,2328.46258097625,0
4.05555555555556e-05,4,6,200,5.50180408488916,9.3967570187884,140.303031219489,7.39563767417399,23.8738898974829,2326.95554704687,0
4.05555555555556e-05,4,7,200,6.21488648885082,10.3460050697897,141.097016777549,8.21678940206867,25.3771699237806,2326.11288336195,0
4.05555555555556e-05,4,8,200,6.92357649890076,11.2776277450381,141.824925963293,9.02987690799866,26.8406284742577,2325.69764264912,0
4.05555555555556e-05,4,9,200,7.62936589288109,12.1971106895822,142.508264036914,9.83724556084237,28.2757673444701,2325.55746195751,0
4.05555555555556e-05,4,10,200,8.33350936916868,13.1087968855985,143.158412336599,10.640804619965,29.691407476017,2325.59437456148,0
4.05555555555556e-05,5,1,15.0566400507094,2.02276581687078,4.17374296447648,9.42138877990033,3.36346141003251,15.3397532960353,2349.1362135082,0
