beta_E, beta_K, delta_E, delta_K, c_E, c_K, est_pE1, est_pE2, est_pE3, est_pK1, est_pK2, est_pK3, sum_rss, convergence
2.7e-06, 1e-05, 6.1, 4, 2.8, 3, 200, 85.6972043571892, 167.672122168732, 32.3407306040805, 27.5036432629399, 100.057411273892, 2331.88544364743, 0
2.7e-06, 1e-05, 6.1, 4, 2.8, 3.6, 200, 70.9088594693416, 149.433618591552, 34.7020360835221, 24.9643174148413, 95.7522406486388, 2352.48641213546, 0
2.7e-06, 1e-05, 6.1, 4, 3, 2.4, 200, 142.182326235029, 200, 28.681136846593, 40.3552025166071, 108.386475589316, 2354.8580743943, 0
2.7e-06, 1e-05, 6.1, 4, 3, 2.8, 200, 108.001927683005, 190.305891615406, 30.631174745114, 32.438825643863, 106.891473077633, 2328.73048529763, 0
2.7e-06, 1e-05, 6.1, 4, 3, 3, 200, 98.353834104605, 181.627151476422, 31.5331970156042, 30.4142222887671, 104.488577220376, 2327.05544491324, 0
2.7e-06, 1e-05, 6.1, 4, 3, 3.6, 200, 79.064746544135, 161.138024666251, 33.9700685979869, 26.7261006526461, 99.3827208486024, 2341.91982450632, 0
2.7e-06, 1e-05, 6.1, 4, 3.6, 2.4, 200, 21.0056244492948, 200, 26.1927013478402, 5.48933719698709, 104.066358346852, 2500.04974174544, 0
2.7e-06, 1e-05, 6.1, 4, 3.6, 2.8, 200, 182.79309081281, 200, 28.1799652048981, 50.1998237505562, 106.48821262531, 2409.00979467231, 0
2.7e-06, 1e-05, 6.1, 4, 3.6, 3, 200, 159.375703111322, 200, 29.1210152025517, 44.8558395357221, 107.711674551331, 2373.14166577148, 0
2.7e-06, 1e-05, 6.1, 4, 3.6, 3.6, 200, 113.19052237556, 200, 31.7205308031335, 34.4234356912926, 111.443403722397, 2329.29300032192, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.4, 2.4, 200, 134.575843117232, 200, 27.2227121119955, 37.0514209866554, 105.903831875674, 2335.70530632593, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.4, 2.8, 200, 100.349343963835, 184.574899805409, 29.0745364568295, 29.2554384533043, 101.987096209545, 2326.878137479, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.4, 3, 200, 90.3773250208894, 176.494121300413, 29.9414420494109, 27.1563971783617, 99.8214002028779, 2329.32011535972, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.4, 3.6, 200, 72.0666757148366, 157.006638894852, 32.3208683130696, 23.7358407698517, 95.0813436285473, 2346.20804563718, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.8, 2.4, 200, 200, 200, 25.4248135130333, 51.8202560011359, 102.9069709817, 2413.64900440809, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.8, 2.8, 200, 166.348866137667, 200, 27.3127428897921, 45.2404865570412, 105.278955264559, 2353.02311643531, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.8, 3, 200, 135.800281335472, 200, 28.2106640232445, 37.8932683924825, 106.478445357449, 2339.08811128959, 0
2.7e-06, 1e-05, 6.1, 2.6, 2.8, 3.6, 200, 97.5424262486905, 187.231590024024, 30.7141492716643, 29.5343793922627, 104.789834213506, 2327.45645255631, 0
2.7e-06, 1e-05, 6.1, 2.6, 3, 2.4, 193.665277534853, 200, 200, 23.7308888975805, 50.4545776631781, 101.497424556942, 2499.35691267288, 0
2.7e-06, 1e-05, 6.1, 2.6, 3, 2.8, 200, 200, 200, 26.4558723692167, 52.8189495519326, 103.821557172303, 2394.28375871834, 0
2.7e-06, 1e-05, 6.1, 2.6, 3, 3, 200, 180.8108996017, 200, 27.3589411791761, 48.8954397368909, 104.993907072765, 2366.09513366712, 0
2.7e-06, 1e-05, 6.1, 2.6, 3, 3.6, 200, 114.518882891857, 200, 29.8984206961713, 33.4315320156666, 108.559113562057, 2329.03433180611, 0
2.7e-06, 1e-05, 6.1, 2.6, 3.6, 2.4, 175.845780930417, 14.4478169840609, 200, 19.3541067284526, 3.11734026168505, 97.5128363940062, 2502.66301933305, 0
2.7e-06, 1e-05, 6.1, 2.6, 3.6, 2.8, 192.68276201002, 19.9800418037345, 200, 23.1145146373757, 4.92800163277897, 99.7365646097834, 2501.34953163309, 0
2.7e-06, 1e-05, 6.1, 2.6, 3.6, 3, 200, 26.2086565674702, 200, 24.9488589298895, 6.71062225757637, 100.853379355633, 2500.64553595433, 0
2.7e-06, 1e-05, 6.1, 2.6, 3.6, 3.6, 200, 200, 200, 27.5027220762935, 53.3173076540579, 104.226647496365, 2423.71521516035, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.4, 2.4, 200, 77.8975901338, 155.245541835648, 32.2643255255013, 25.4321435737514, 95.6799950882261, 2334.18064285316, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.4, 2.8, 200, 67.0621397425935, 142.080126661125, 34.0258338296564, 23.4522363267718, 92.363313772697, 2350.10116176613, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.4, 3, 200, 63.4389291258983, 136.394425485797, 34.8250778513654, 22.9513989883828, 91.0327393644433, 2358.22706137323, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.4, 3.6, 200, 55.8191610832991, 121.914758608027, 37.0046770201074, 22.3135617321369, 87.9611989469148, 2378.94715465383, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.8, 2.4, 200, 105.163752761297, 183.944252284854, 30.5250486596313, 31.7950578176268, 104.920922450441, 2329.03509511323, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.8, 2.8, 200, 86.758673010055, 167.073666763396, 32.4209926746839, 27.9080996479474, 100.260602178592, 2330.45658144537, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.8, 3, 200, 80.136734917566, 160.087884928327, 33.2849598488616, 26.6063831218883, 98.4812454648669, 2336.67377858393, 0
2.7e-06, 1e-05, 6.1, 4.35, 2.8, 3.6, 200, 67.6545288005228, 142.906870344393, 35.6059564766296, 24.6780962775234, 94.5390715131276, 2358.92616998134, 0
2.7e-06, 1e-05, 6.1, 4.35, 3, 2.4, 200, 124.768737186414, 200, 29.6560735110606, 36.483246493314, 110.143486035445, 2342.10188630091, 0
2.7e-06, 1e-05, 6.1, 4.35, 3, 2.8, 200, 99.3815892968012, 180.902947097662, 31.6007658460684, 30.8190142140609, 104.660104141974, 2327.03881421392, 0
2.7e-06, 1e-05, 6.1, 4.35, 3, 3, 200, 91.2082150102362, 172.9594683678, 32.4928703220478, 29.1463886658945, 102.529697077676, 2329.13373225643, 0
2.7e-06, 1e-05, 6.1, 4.35, 3, 3.6, 200, 74.7839656223611, 153.899942333047, 34.889436377954, 26.1758303691597, 97.934157010323, 2348.35268615586, 0
2.7e-06, 1e-05, 6.1, 4.35, 3.6, 2.4, 200, 200, 200, 27.1503585108238, 53.7855719714072, 105.722931287237, 2481.95559993497, 0
2.7e-06, 1e-05, 6.1, 4.35, 3.6, 2.8, 200, 159.543307120882, 200, 29.1589074756898, 45.0777908294909, 108.201840070277, 2379.24749245789, 0
2.7e-06, 1e-05, 6.1, 4.35, 3.6, 3, 200, 139.366399908112, 200, 30.1024474205546, 40.4022939853051, 109.456913758402, 2352.90681153793, 0
2.7e-06, 1e-05, 6.1, 4.35, 3.6, 3.6, 200, 104.448151952383, 190.585277742884, 32.6828879160023, 32.8080991138453, 109.291242100741, 2327.68979710585, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.4, 2.4, 200, 62.7625709894126, 130.080291321169, 36.6804940464497, 23.9964366398723, 92.2071122766793, 2354.3495057547, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.4, 2.8, 200, 56.6781965102857, 119.176085162119, 38.333487092566, 23.3152644947264, 89.6099248667894, 2372.09500260802, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.4, 3, 200, 54.3494537405478, 114.335955586475, 39.0980645273481, 23.1764268283162, 88.5325093747915, 2379.47885000661, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.4, 3.6, 200, 49.3694296845064, 101.698566671629, 41.2840307166155, 23.3585039175018, 85.9661631178867, 2394.8333284639, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.8, 2.4, 200, 78.6026095409943, 151.707597523523, 35.05375895444, 27.5977036641372, 99.0658271802944, 2334.53502712361, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.8, 2.8, 200, 68.4821280992737, 138.915448621162, 36.8431738026854, 25.7653688839231, 95.8438405703578, 2351.90491687204, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.8, 3, 200, 65.0680506199657, 133.379965511371, 37.6518280875006, 25.3276949434416, 94.5555862934194, 2360.66332096688, 0
2.7e-06, 1e-05, 6.1, 6.1, 2.8, 3.6, 200, 57.7993159461084, 119.214815036911, 39.8862758255778, 24.8567309925476, 91.5831608302694, 2382.3777363479, 0
2.7e-06, 1e-05, 6.1, 6.1, 3, 2.4, 200, 88.5054968409376, 163.369709636052, 34.2193975298507, 29.9211952859845, 102.758541930637, 2328.44181521423, 0
2.7e-06, 1e-05, 6.1, 6.1, 3, 2.8, 200, 75.7518795122819, 149.25253997416, 36.0786143352569, 27.3714226702199, 99.0629782548161, 2342.15714750029, 0
2.7e-06, 1e-05, 6.1, 6.1, 3, 3, 200, 71.3589729741476, 143.250157446688, 36.9145168833494, 26.6538257118579, 97.6179458005181, 2350.75441683177, 0
2.7e-06, 1e-05, 6.1, 6.1, 3, 3.6, 200, 62.6395915334199, 128.11352839227, 39.1903033149006, 25.785554386424, 94.3488715426329, 2374.43149651619, 0
2.7e-06, 1e-05, 6.1, 6.1, 3.6, 2.4, 200, 129.312486122864, 200, 31.7083497917419, 39.6539617701257, 114.130036680563, 2353.51461366531, 0
2.7e-06, 1e-05, 6.1, 6.1, 3.6, 2.8, 200, 104.481688949967, 183.731317108673, 33.7329676304549, 33.9778487079682, 109.833523435341, 2328.99838951205, 0
2.7e-06, 1e-05, 6.1, 6.1, 3.6, 3, 200, 96.6492682275652, 175.473409511431, 34.6497352664181, 32.3738380289341, 107.561738454835, 2328.85811601246, 0
2.7e-06, 1e-05, 6.1, 6.1, 3.6, 3.6, 200, 80.036859592622, 155.967076383498, 37.09157095181, 29.3284441179911, 102.788186741579, 2347.60374362992, 0
8.8e-07, 2.7e-06, 4, 4, 2.4, 2.4, 200, 190.12065648226, 158.951499793876, 30.3231904674768, 86.8760131196085, 200, 2378.49496106217, 0
8.8e-07, 2.7e-06, 4, 4, 2.4, 2.8, 200, 172.158309185773, 148.968936117721, 33.3872194341857, 84.1239300018203, 200, 2395.24229921743, 0
8.8e-07, 2.7e-06, 4, 4, 2.4, 3, 200, 165.019048906068, 144.130243340775, 34.9250663777441, 83.3540549150876, 200, 2402.19731033944, 0
8.8e-07, 2.7e-06, 4, 4, 2.4, 3.6, 200, 148.938455406058, 130.212177125966, 39.5612448994334, 82.8883044133154, 200, 2416.07606684794, 0
8.8e-07, 2.7e-06, 4, 4, 2.8, 2.4, 200, 200, 170.349610189609, 27.5441660044068, 85.4528902964294, 200, 2374.61030308173, 0
8.8e-07, 2.7e-06, 4, 4, 2.8, 2.8, 200, 200, 160.104567265161, 30.5210112834379, 90.3886973719687, 200, 2376.7697668236, 0
8.8e-07, 2.7e-06, 4, 4, 2.8, 3, 200, 195.392850079405, 155.135406571517, 32.0151174945275, 90.9281314351043, 200, 2384.37013948882, 0
8.8e-07, 2.7e-06, 4, 4, 2.8, 3.6, 200, 173.601260348686, 140.829199932954, 36.5196490594662, 88.6108098227256, 200, 2404.77105148981, 0
8.8e-07, 2.7e-06, 4, 4, 3, 2.4, 200, 200, 176.062547023022, 26.2145971637526, 82.8799502049991, 200, 2388.39954753562, 0
8.8e-07, 2.7e-06, 4, 4, 3, 2.8, 200, 200, 165.686542581233, 29.1475566892106, 87.6896095568336, 200, 2378.09144600245, 0
8.8e-07, 2.7e-06, 4, 4, 3, 3, 200, 200, 160.652304485452, 30.6196893520719, 90.1109129540311, 200, 2378.75113577564, 0
8.8e-07, 2.7e-06, 4, 4, 3, 3.6, 200, 187.466861298123, 146.15254510198, 35.0582249250063, 91.9672572344484, 200, 2397.26519643236, 0
8.8e-07, 2.7e-06, 4, 4, 3.6, 2.4, 200, 200, 193.256765625127, 22.4622835588424, 75.7904336575397, 200, 2450.17296365575, 0
8.8e-07, 2.7e-06, 4, 4, 3.6, 2.8, 200, 200, 182.488932076357, 25.2630488993754, 80.293516889283, 200, 2424.52094265833, 0
8.8e-07, 2.7e-06, 4, 4, 3.6, 3, 200, 200, 177.260028964271, 26.6690964115505, 82.5561559819088, 200, 2414.64299197093, 0
8.8e-07, 2.7e-06, 4, 4, 3.6, 3.6, 200, 200, 162.181452821202, 30.9095520569136, 89.3856712511496, 200, 2396.68718580866, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.4, 2.4, 200, 200, 186.369323903366, 25.6481947290311, 80.1931196659211, 200, 2373.7001948318, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.4, 2.8, 200, 200, 175.980289601964, 28.2509406072621, 84.726378037943, 200, 2371.5887111418, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.4, 3, 200, 198.490098753669, 170.932260760911, 29.5581648949348, 86.4105606394904, 200, 2377.35695192949, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.4, 3.6, 200, 173.878456403893, 156.363493245251, 33.5026708876781, 82.9605173700329, 200, 2397.02473059038, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.8, 2.4, 200, 200, 198.449363233661, 23.1833917784182, 75.2938582218127, 200, 2413.38262434235, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.8, 2.8, 200, 200, 187.808826634292, 25.6998024502329, 79.5918836697233, 200, 2389.79644795687, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.8, 3, 200, 200, 182.635820662159, 26.9637364307105, 81.7551419029662, 200, 2382.6659932233, 0
8.8e-07, 2.7e-06, 4, 2.6, 2.8, 3.6, 200, 200, 167.695247267143, 30.7780400427723, 88.2975428864908, 200, 2379.30554695863, 0
8.8e-07, 2.7e-06, 4, 2.6, 3, 2.4, 200, 200, 200, 22.0099124684904, 73.0062395263868, 197.732711945923, 2438.61520647142, 0
8.8e-07, 2.7e-06, 4, 2.6, 3, 2.8, 200, 200, 193.736383473891, 24.4829914321441, 77.2041694691705, 200, 2409.8894798806, 0
8.8e-07, 2.7e-06, 4, 2.6, 3, 3, 200, 200, 188.50100891878, 25.7252269228525, 79.3158314753206, 200, 2399.34570850096, 0
8.8e-07, 2.7e-06, 4, 2.6, 3, 3.6, 200, 200, 173.374975520604, 29.4743967716394, 85.6981369973793, 200, 2382.49561702332, 0
8.8e-07, 2.7e-06, 4, 2.6, 3.6, 2.4, 200, 200, 200, 18.7199134074718, 66.6543183474263, 187.857723820987, 2507.39977351401, 0
8.8e-07, 2.7e-06, 4, 2.6, 3.6, 2.8, 200, 200, 200, 21.0631771418885, 70.6032440272717, 193.793199859264, 2476.3371703815, 0
8.8e-07, 2.7e-06, 4, 2.6, 3.6, 3, 200, 200, 200, 22.2404867099633, 72.5867147600803, 196.763822779698, 2462.78502521376, 0
8.8e-07, 2.7e-06, 4, 2.6, 3.6, 3.6, 200, 200, 190.469619131091, 25.7949259861539, 78.5713406512832, 200, 2430.06244384765, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.4, 2.4, 200, 182.774643381032, 152.616529294703, 31.5131294206275, 86.3647594669082, 200, 2383.69396096785, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.4, 2.8, 200, 166.355142261786, 142.740569874097, 34.6942532174014, 84.1375371775215, 200, 2400.07877495025, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.4, 3, 200, 159.659261162467, 137.956603815123, 36.2906328468045, 83.5173861774902, 200, 2406.51882607623, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.4, 3.6, 200, 145.121009065969, 124.207823735849, 41.1023250207653, 83.6914119894476, 200, 2418.59681802183, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.8, 2.4, 200, 200, 163.848764252562, 28.6556527641484, 88.0282413818023, 200, 2371.96804372263, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.8, 2.8, 200, 196.835899686288, 153.707610744567, 31.7494836419362, 91.7825548694474, 200, 2381.89888147697, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.8, 3, 200, 188.07856088349, 148.791832508991, 33.3020582710046, 90.5288568361497, 200, 2390.13676590833, 0
8.8e-07, 2.7e-06, 4, 4.35, 2.8, 3.6, 200, 167.907404027059, 134.650962462698, 37.981877904899, 88.7686179722033, 200, 2409.20334244514, 0
8.8e-07, 2.7e-06, 4, 4.35, 3, 2.4, 200, 200, 169.478985028676, 27.2871136996887, 85.3814030642833, 200, 2381.64765146947, 0
8.8e-07, 2.7e-06, 4, 4.35, 3, 2.8, 200, 200, 159.20553086673, 30.3369807166911, 90.3481676245279, 200, 2377.26419313789, 0
8.8e-07, 2.7e-06, 4, 4.35, 3, 3, 200, 200, 154.224009246166, 31.8675401456645, 92.8490572884142, 200, 2381.46203089566, 0
8.8e-07, 2.7e-06, 4, 4.35, 3, 3.6, 200, 180.901108535047, 139.887622745029, 36.481236304887, 91.8675210664331, 200, 2402.68303686846, 0
8.8e-07, 2.7e-06, 4, 4.35, 3.6, 2.4, 200, 200, 186.42582141092, 23.4192974587238, 78.1014471376858, 200, 2438.9893615226, 0
8.8e-07, 2.7e-06, 4, 4.35, 3.6, 2.8, 200, 200, 175.756570181187, 26.3365904655413, 82.7459769432053, 200, 2415.30641300721, 0
8.8e-07, 2.7e-06, 4, 4.35, 3.6, 3, 200, 200, 170.578410426785, 27.8008799186591, 85.0799220567804, 200, 2406.69591182721, 0
8.8e-07, 2.7e-06, 4, 4.35, 3.6, 3.6, 200, 200, 155.657367435836, 32.2159330033008, 92.1254150502043, 200, 2393.67030083753, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.4, 2.4, 200, 159.06892567528, 123.832694648895, 37.5595596928986, 87.8666570543203, 200, 2403.4748063153, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.4, 2.8, 200, 146.581374758228, 114.511882441641, 41.334509888632, 87.0508324710362, 200, 2415.32785081756, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.4, 3, 200, 142.069080472357, 110.011745647483, 43.2276953127312, 87.362577104189, 200, 2418.98501230333, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.4, 3.6, 200, 133.355126566413, 97.137351059176, 48.9292811791855, 90.4116043164962, 200, 2425.21915837444, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.8, 2.4, 200, 186.067447348904, 134.264002259388, 34.3098749046221, 94.6647614420717, 200, 2386.65223195836, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.8, 2.8, 200, 170.297738130429, 124.665041590439, 37.9974084446228, 92.7793135148694, 200, 2403.79368562321, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.8, 3, 200, 163.714716943923, 120.026731482013, 39.8466682663916, 92.2749393776714, 200, 2410.12426097938, 0
8.8e-07, 2.7e-06, 4, 6.1, 2.8, 3.6, 200, 150.160114144501, 106.741705529888, 45.4158158623362, 93.2920142343976, 200, 2421.04153573075, 0
8.8e-07, 2.7e-06, 4, 6.1, 3, 2.4, 200, 200, 139.494901530253, 32.7465472311199, 98.0455316439219, 200, 2377.84135814809, 0
8.8e-07, 2.7e-06, 4, 6.1, 3, 2.8, 200, 183.196346535612, 129.757200800951, 36.3899722702304, 95.9544077047224, 200, 2396.35143938619, 0
8.8e-07, 2.7e-06, 4, 6.1, 3, 3, 200, 175.896555030219, 125.049985238418, 38.2171251492406, 95.2264541405975, 200, 2403.96768548437, 0
8.8e-07, 2.7e-06, 4, 6.1, 3, 3.6, 200, 159.531676307939, 111.560163480798, 43.7198033555638, 95.1223921808547, 200, 2418.15450544339, 0
8.8e-07, 2.7e-06, 4, 6.1, 3.6, 2.4, 200, 200, 155.247701878796, 28.3012009628841, 89.7864216944214, 200, 2399.77113104735, 0
8.8e-07, 2.7e-06, 4, 6.1, 3.6, 2.8, 200, 200, 145.095099123876, 31.8110567026824, 95.1523036152013, 200, 2389.30769501843, 0
8.8e-07, 2.7e-06, 4, 6.1, 3.6, 3, 200, 200, 140.181807786743, 33.5714263900933, 97.8501323216313, 200, 2388.91876892867, 0
8.8e-07, 2.7e-06, 4, 6.1, 3.6, 3.6, 200, 192.655833396908, 126.079582837041, 38.8738466253468, 102.543414500222, 200, 2404.52302687163, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.4, 2.4, 200, 143.218800679523, 137.900795969774, 36.5461590328603, 76.8338377148884, 200, 2399.50700080958, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.4, 2.8, 200, 132.049623617803, 128.825925322898, 39.7868972656212, 76.0463532967488, 200, 2411.72807397335, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.4, 3, 200, 127.715618207746, 124.437734920836, 41.413866880116, 76.1331752991559, 200, 2415.8392249833, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.4, 3.6, 200, 119.009187176215, 111.857190175077, 46.3197433060623, 78.2055881386828, 200, 2423.17164018533, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.8, 2.4, 200, 167.178516943366, 147.8450912475, 33.6762146356862, 82.7445865183982, 200, 2383.79404646695, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.8, 2.8, 200, 153.308033282101, 138.510328588006, 36.8385318411665, 81.1419316854656, 200, 2399.80990580491, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.8, 3, 200, 147.531441336244, 133.993026182704, 38.4258510922828, 80.7203554581742, 200, 2406.15014185497, 0
8.8e-07, 2.7e-06, 2.6, 4, 2.8, 3.6, 200, 134.67163758516, 121.028699366697, 43.2114364752176, 81.1395145927719, 200, 2418.21638638143, 0
8.8e-07, 2.7e-06, 2.6, 4, 3, 2.4, 200, 180.458735703649, 152.831497030285, 32.2952471438721, 86.082346192315, 200, 2375.83135501028, 0
8.8e-07, 2.7e-06, 2.6, 4, 3, 2.8, 200, 164.689080343766, 143.367093273816, 35.4182237926636, 83.8720605467679, 200, 2392.74928056463, 0
8.8e-07, 2.7e-06, 2.6, 4, 3, 3, 200, 158.338934264412, 138.785399754425, 36.9857048245771, 83.287531330333, 200, 2399.97798364322, 0
8.8e-07, 2.7e-06, 2.6, 4, 3, 3.6, 200, 143.43332067565, 125.629746199222, 41.7112662739628, 82.9650446720483, 200, 2414.87111926928, 0
8.8e-07, 2.7e-06, 2.6, 4, 3.6, 2.4, 200, 200, 167.847866854257, 28.3695742596815, 86.9129834957079, 200, 2368.55173444332, 0
8.8e-07, 2.7e-06, 2.6, 4, 3.6, 2.8, 200, 200, 157.995679344647, 31.3735617668074, 91.9095634845908, 200, 2371.24527673038, 0
8.8e-07, 2.7e-06, 2.6, 4, 3.6, 3, 200, 193.78520407423, 153.221435098607, 32.8812529180472, 91.7011504228593, 200, 2379.14174478524, 0
8.8e-07, 2.7e-06, 2.6, 4, 3.6, 3.6, 200, 173.401276564472, 139.493738546326, 37.4265613512328, 89.7023743404389, 200, 2400.51627930253, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.4, 2.4, 200, 168.269098418292, 162.956194122892, 31.2194807494251, 77.9692022612006, 200, 2377.12085996653, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.4, 2.8, 200, 152.871941983589, 153.440309545878, 33.9975580689741, 75.7085974699529, 200, 2392.27247802186, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.4, 3, 200, 146.856998180684, 148.825664629195, 35.3930994906738, 75.1481503054487, 200, 2398.72091005184, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.4, 3.6, 200, 132.951633402406, 135.543994010604, 39.6045196779773, 74.8629840595126, 200, 2412.65105468591, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.8, 2.4, 200, 200, 173.577038674064, 28.6414820110878, 85.9832387132329, 200, 2360.04494561086, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.8, 2.8, 200, 181.382074742094, 163.811647714706, 31.3417364164256, 82.9651530269935, 200, 2375.21960328728, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.8, 3, 200, 172.929412766812, 159.073040195367, 32.697987275288, 81.6084615844239, 200, 2382.60713184743, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 2.8, 3.6, 200, 154.561145681401, 145.422752764261, 36.7903816112074, 79.9242071253714, 200, 2401.21386764501, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3, 2.4, 200, 200, 178.900769553879, 27.4058692544978, 83.4749732203946, 200, 2361.65733956585, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3, 2.8, 200, 198.685184182867, 169.010867297891, 30.0670484471782, 87.6150813822559, 200, 2366.85937868972, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3, 3, 200, 187.932887574619, 164.210423072995, 31.4036217224517, 85.4562880489375, 200, 2374.33537976128, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3, 3.6, 200, 166.40726507777, 150.376333545402, 35.4365612753202, 82.7547759507374, 200, 2394.2621155243, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3.6, 2.4, 200, 200, 194.925929689752, 23.913098245798, 76.6090112379114, 200, 2409.7198559173, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3.6, 2.8, 200, 200, 184.663412872628, 26.456249941516, 80.9544530136388, 200, 2384.25881328532, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3.6, 3, 200, 200, 179.677975092235, 27.733567584402, 83.1425200726581, 200, 2376.58365334997, 0
8.8e-07, 2.7e-06, 2.6, 2.6, 3.6, 3.6, 200, 200, 165.294213334816, 31.5880423789805, 89.7633266336478, 200, 2373.21803585329, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.4, 2.4, 200, 138.976021809453, 132.139051417772, 37.8990153857816, 77.1751755769029, 200, 2403.67789118042, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.4, 2.8, 200, 128.498607730864, 123.179156139204, 41.2570383558834, 76.665411712141, 200, 2414.6685301079, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.4, 3, 200, 124.607363243129, 118.849809081648, 42.9426673818073, 76.9616763027274, 200, 2418.2122543764, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.4, 3.6, 200, 116.878713114828, 106.450557166241, 48.0245389406763, 79.5657484093355, 200, 2424.50741090722, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.8, 2.4, 200, 161.723408028693, 141.918964426099, 34.9560239988861, 82.7594108904273, 200, 2388.90522351913, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.8, 2.8, 200, 148.632615186744, 132.696647830457, 38.23553769442, 81.4204983026246, 200, 2404.30456349467, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.8, 3, 200, 143.174553614287, 128.236944264258, 39.8814564092991, 81.1175305928343, 200, 2410.0329238302, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 2.8, 3.6, 200, 131.618351842542, 115.450332052409, 44.8428085072203, 82.1462438759862, 200, 2420.3847957136, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 3, 2.4, 200, 173.985596140143, 146.823435931621, 33.5387283113475, 85.7735219603857, 200, 2381.12150660827, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 3, 2.8, 200, 159.490012207411, 137.470225508539, 36.7788682145527, 84.017900081747, 200, 2397.84667871766, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 3, 3, 200, 153.447847827431, 132.945518051771, 38.4049248578336, 83.5352495367411, 200, 2404.62270764129, 0
8.8e-07, 2.7e-06, 2.6, 4.35, 3, 3.6, 200, 139.765818642305, 119.965781163783, 43.3061576476203, 83.739608977825, 200, 2417.63981967286, 0
